Title,Author,Citation,Issue,Type ,Description
Is Your Library in Good Standing: Offering Stand-up Desks in the Academic Library,"Lewis, Cynthia",17 AALL Spectrum 26 (2012-2013),Issue 9,article,
"Importance of Relationships: Our Relationships with Various Constituents Define What We Do and Who We Are, The","Placzek, Sandy",17 AALL Spectrum 28 (2012-2013),Issue 9,article,
Collection Development in Academic Libraries: What Can We Learn from Law Firms,"Trotta, Victoria",17 AALL Spectrum 31 (2012-2013),Issue 9,article,
,"Catterall, Susan",17 AALL Spectrum 37 (2012-2013),Issue 9,comments,The Reference Desk
,,17 AALL Spectrum 1 (2012-2013),Issue 9,notes,Members' Briefing
,,18 AALL Spectrum [i] (2013-2014),,titlepage,Title Page
I'd Like to Hear from You,"Lemmer, Catherine A.",18 AALL Spectrum 1 (2013-2014),Issue 1,comments,From the Editor
,,18 AALL Spectrum 2 (2013-2014),Issue 1,contents,Table of Contents
Beyond Boundaries: Making Connections and Bridging Divides,"Anderson, Steven P.",18 AALL Spectrum 4 (2013-2014),Issue 1,comments,From the President
"2013 Policy Programs Help Build Knowledge, Advocacy Skills","Feltren, Emily",18 AALL Spectrum 5 (2013-2014),Issue 1,notes,Washington Brief
Report from the July 2013 Board Meeting and Business Meeting,"Rusin, Deborah",18 AALL Spectrum 6 (2013-2014),Issue 1,comments,From the Secretary
Heading down the Green Path: How Can We Continue to Improve Our Annual Meeting's Sustainability Efforts,"Selden, David",18 AALL Spectrum 8 (2013-2014),Issue 1,notes,The Sustainable Law Librarian 
,,18 AALL Spectrum 10 (2013-2014),Issue 1,notes,2013 Annual Meeting in Seattle
"Customer Is a Patron Is a Client but Not Really, A","Ottolenghi, Carol",18 AALL Spectrum 17 (2013-2014),Issue 1,article,
"Howdy, Neighbour: Introducing the Canadian Association of Law Libraries","Demers, Annette;McCormack, Nancy",18 AALL Spectrum 20 (2013-2014),Issue 1,article,
Do Androids Dream of Electric Books: Thoughts on Legal Content Dissemination and Consumption in the Digital Environment,"Heller, James S.",18 AALL Spectrum 23 (2013-2014),Issue 1,article,
Automated Library Services: One Law Library's Experience,"Brillon, Alicia;Craigle, Valeri",18 AALL Spectrum 26 (2013-2014),Issue 1,article,
Would it Kill West to Include the Same Information on WestlawNext and Westlaw Classic That It Includes in West Reporters,"Charles, Patrick",18 AALL Spectrum 28 (2013-2014),Issue 1,article,
Who Has the Time: Or Why Firm Librarians Don't Volunteer for AALL Committees,"Mauldin, Sarah K. C.",18 AALL Spectrum 30 (2013-2014),Issue 1,article,
Cautious Creativity: Thoughts for the Risk-Adverse Law Librarian,"Fletcher, Galen L.",18 AALL Spectrum 33 (2013-2014),Issue 1,article,
"Tools of Our Trade: The Modern World Requires That Librarians Be among the First to Exploit Digital Tools, The","Leiter, Richard",18 AALL Spectrum 37 (2013-2014),Issue 1,article,
Embracing Facilitation: How Can Facilitation Techniques Help Us in the Workplace,"Marshall, Katherine",18 AALL Spectrum 39 (2013-2014),Issue 1,article,
"2013 Policy Programs Help Build Knowledge, Advocacy Skills","Feltren, Emily",18 AALL Spectrum 40 (2013-2014),Issue 1,notes,Washington Brief
Embracing Facilitation: How Can Facilitation Techniques Help Us in the Workplace,"Marshall, Katherine",18 AALL Spectrum 40 (2013-2014),Issue 1,article,
,"Catterall, Susan",18 AALL Spectrum 41 (2013-2014),Issue 1,comments,The Reference Desk
Boundary Reflections: Holding in Or Holding Back,"Lemmer, Catherine A.",18 AALL Spectrum 1 (2013-2014),Issue 2,comments,From the Editor
,,18 AALL Spectrum 2 (2013-2014),Issue 2,contents,Table of Contents
"Gobble, Gobble, Gobble","Anderson, Steven P.",18 AALL Spectrum 4 (2013-2014),Issue 2,comments,From the President
Reforming Surveillance Programs to Protect Libraries,"Feltren, Emily",18 AALL Spectrum 5 (2013-2014),Issue 2,notes,Washington Brief
Reflecting on Advocacy: Where Do We Fit In,"Dyszlewski, Nicole P.",18 AALL Spectrum 6 (2013-2014),Issue 2,article,Public Relations
Designing Your First Advanced Legal Research Class,"Christian, Elizabeth",18 AALL Spectrum 9 (2013-2014),Issue 2,article,
"Changing Terrain of the Canadian Legal Landscape: Developments and Changes in the Canadian Legal Profession, The","Clarke, Kim",18 AALL Spectrum 12 (2013-2014),Issue 2,article,
DIY Forms Programs: Helping Unrepresented Litigants Navigate the Court System in New York,"Lenahan, Meghan",18 AALL Spectrum 15 (2013-2014),Issue 2,article,
Religious Observance and the Workplace: Considerations for Employees and Employers,"Megerman, Shira;Schander, Deborah",18 AALL Spectrum 17 (2013-2014),Issue 2,article,
"Demystifying the Job Search Process: When It Comes to New Hires, What Is It That We Want","Brown, Kathleen",18 AALL Spectrum 19 (2013-2014),Issue 2,article,
Training Student Workers: A Win-Win: Mentoring Student Workers and Improving Customer Service in Your Library,"Drewitz, Jessica M.",18 AALL Spectrum 23 (2013-2014),Issue 2,article,
Managing Big Data: What's Relevant: Why Librarians Have the Critical Skills to Manage Big Data,"Ball, Stephanie",18 AALL Spectrum 25 (2013-2014),Issue 2,article,
Search Committees: The Most Important Part of Your Job Really,"Vogel, Carissa J.",18 AALL Spectrum 28 (2013-2014),Issue 2,article,
,"Catterall, Susan",18 AALL Spectrum 33 (2013-2014),Issue 2,comments,The Reference Desk
,,18 AALL Spectrum 1 (2013-2014),Issue 2,notes,The CRIV Sheet
"Dear Peace Corps, I'm Finally Here, Almost","Lemmer, Catherine A.",18 AALL Spectrum 1 (2013-2014),Issue 3,comments,From the Editor
,,18 AALL Spectrum 2 (2013-2014),Issue 3,contents,Table of Contents
Law Librarian Advocacy in 2013,"Feltren, Emily",18 AALL Spectrum 4 (2013-2014),Issue 3,comments,Washington Brief
"Day in the Life 2014, A","Brillantine, Frances M.",18 AALL Spectrum 5 (2013-2014),Issue 3,article,Public Relations
Law Firm Librarians in Transition: Career Changes and Challenges,"Greenfield, Elizabeth A.",18 AALL Spectrum 7 (2013-2014),Issue 3,article,
Law Librarianship in China: Challenges and Opportunities,"Phillips, Kara;Luo, Wei;Liu, Joan",18 AALL Spectrum 11 (2013-2014),Issue 3,article,
"LibGuides, Blog Posts, and Articles, Oh My: Library-Supported Portfolio Pieces for Law School Students and Graduates","Newman, Marie Stefanini;Rucinski, Taryn L.",18 AALL Spectrum 15 (2013-2014),Issue 3,article,
Research Competition Awesomeness: Implementing Legal Research Competitions at Law Schools,"Junghahn, Lisa;Buckingham, Richard L.",18 AALL Spectrum 17 (2013-2014),Issue 3,article,
"Happy Anniversary, Treatise: A Celebration of Longevity: Comparing Moore's Federal Practice and Procedure with Wright and Miller's Federal Practice and Procedure","DeWitt, Adrienne",18 AALL Spectrum 19 (2013-2014),Issue 3,article,
Be Our Guest: What Reference Librarians Can Learn from the Hospitality Industry,"Alexander, Andrea",18 AALL Spectrum 21 (2013-2014),Issue 3,article,
MLZ: Citation Management for Law School,"Silverman, Mitchell L.",18 AALL Spectrum 23 (2013-2014),Issue 3,article,
Massive Open Online Courses: One Participant's Perspective,"Williams, Colleen",18 AALL Spectrum 26 (2013-2014),Issue 3,article,
,"Catterall, Susan",18 AALL Spectrum 31 (2013-2014),Issue 3,comments,The Reference Desk
,,18 AALL Spectrum 32 (2013-2014),Issue 3,misc,Miscellaneous Documents
Community Building Line Item by Line Item,"Lemmer, Catherine A.",18 AALL Spectrum 1 (2013-2014),Issue 4,comments,From the Editor
,,18 AALL Spectrum 2 (2013-2014),Issue 4,contents,Table of Contents
"Freedom of Speech, Freedom to Volunteer","Anderson, Steven P.",18 AALL Spectrum 4 (2013-2014),Issue 4,comments,From the President
Highlights from the Fall Executive Board Meeting,"Rusin, Deborah",18 AALL Spectrum 5 (2013-2014),Issue 4,comments,From the Secretary
Working with GPO to Ensure Access to Governmental Information,"Feltren, Emily",18 AALL Spectrum 6 (2013-2014),Issue 4,notes,Washington Brief
What Can Infographics Do for You: Using Infographics to Advocate for and Market Your Library,"Qualey, Ellen",18 AALL Spectrum 7 (2013-2014),Issue 4,article,Public Relations
"Promise and Perils of Massive Open Online Courses: MOOCs and the Role of Law Librarians, The","Sampson, Sara;Street, Leslie",18 AALL Spectrum 9 (2013-2014),Issue 4,article,
Custom Fabric Printing: Poster Presentations the Easy Way,"Detweiler, Brian;Randtke, Wilhelmina;Wang, Fang",18 AALL Spectrum 12 (2013-2014),Issue 4,article,
Fifteen Years and Growing Strong: The Annual AALL Children's Book Drive,"Etheredge, Stacy",18 AALL Spectrum 14 (2013-2014),Issue 4,article,
"Invention of HeinOnline: The Story of Hein's Dramatic Transformation in Response to the Coming of the Electronic Age, The","Gerken, Joe",18 AALL Spectrum 17 (2013-2014),Issue 4,article,
Career Management from the Trenches: Some Suggestions from the AALL Economic Status Committee,"Junghahn, Lisa;Scott, Patricia;Cochran, Cathleen;Skinner, Karen",18 AALL Spectrum 21 (2013-2014),Issue 4,article,
Leverage Your Unique Skills: Embracing Nontraditional Roles (No Twerking Required),"Abramovitz, Louis C.",18 AALL Spectrum 25 (2013-2014),Issue 4,article,
"Art of Storytelling: Teaching Practice Skills through Storytelling, The","Christian, Elizabeth",18 AALL Spectrum 27 (2013-2014),Issue 4,article,
"Rhyme and Reason of IRBs: Navigating the Human Subjects Research Review Process, The","Ryan, Sarah E.",18 AALL Spectrum 30 (2013-2014),Issue 4,article,
Natural Disasters,"Selden, David",18 AALL Spectrum 32 (2013-2014),Issue 4,comments,The Sustainable Law Librarian
,,18 AALL Spectrum 33 (2013-2014),Issue 4,misc,Miscellaneous Documents
,"Catterall, Susan",18 AALL Spectrum 35 (2013-2014),Issue 4,comments,The Reference Desk
Making Peace with the Annual Performance Review,"Lemmer, Catherine A.",18 AALL Spectrum 1 (2013-2014),Issue 5,comments,From the Editor
"Universal Goals of Librarianship, The","Anderson, Steven P.",18 AALL Spectrum 4 (2013-2014),Issue 5,comments,From the President
Transparency Today,"Feltren, Emily",18 AALL Spectrum 5 (2013-2014),Issue 5,comments,Washington Brief
Cost-Effective Marketing: Tips for Marketing Your Library on a Tight Budget,"Ross, Abigail",18 AALL Spectrum 6 (2013-2014),Issue 5,article,Public Relations
Gaining Perspective: Using the Balanced Scorecard for Strategic Planning,"Stacey, Marsha K.",18 AALL Spectrum 8 (2013-2014),Issue 5,article,
Not All LLMs Are Created Equal: Does Your Library Meet the Varied Needs of LLM Students,"Harrington, Ryan",18 AALL Spectrum 12 (2013-2014),Issue 5,article,
Tweeted out: Management Tools to Prevent Social Media from Monopolizing Your Time,"Ahlbrand, Ashley Ames",18 AALL Spectrum 14 (2013-2014),Issue 5,article,
Law Librarians on the Depository Library Council to the Public Printer: A Historical Perspective,"Cain, Charlene",18 AALL Spectrum 17 (2013-2014),Issue 5,article,
More Alike than Different: Supporting Disabilities at the Reference Desk,"Zook, Genevieve",18 AALL Spectrum 20 (2013-2014),Issue 5,article,
Don't Stumble on the Last Step: Advice for Nailing the Onsite Interview,"Brown, Kathleen",18 AALL Spectrum 23 (2013-2014),Issue 5,article,
"Customized Creation: Publishing Your Own Legal Research Textbook, A","Saxon, Jonathan",18 AALL Spectrum 25 (2013-2014),Issue 5,article,
"One Percent: A New Definition: Practicing Mindfulness in the Law Library, The","Delgado, Alexandra Lee",18 AALL Spectrum 27 (2013-2014),Issue 5,article,
,,18 AALL Spectrum 29 (2013-2014),Issue 5,misc,Miscellaneous Documents
Why I,"Lemmer, Catherine A.",18 AALL Spectrum 1 (2013-2014),Issue 6,comments,From the Editor
,,18 AALL Spectrum 2 (2013-2014),Issue 6,contents,Table of Contents
"At State Level, K=Member Advocacy Makes the Difference: UELMA Gets Law Librarians in on the Action","Feltren, Emily",18 AALL Spectrum 4 (2013-2014),Issue 6,comments,Washington Brief
Market Your Library: How to Create a Library Marketing Committee,"Schander, Deborah",18 AALL Spectrum 5 (2013-2014),Issue 6,article,Public Relations
"Dead Link or Final resting Place: Link Rot in Legal Citations, A","Szydlowski, Nick",18 AALL Spectrum 7 (2013-2014),Issue 6,article,
One among Many,"Healey, Paul D.;Gatz, Paul J.",18 AALL Spectrum 9 (2013-2014),Issue 6,article,
Dialectic of Transformation: The Shaping of a Name: Delving into the Renaming Conversation among Private Law Librarians,"Hallows, Kristen M.;Bowersox, Christine",18 AALL Spectrum 11 (2013-2014),Issue 6,article,
Spine Bending: The Favorite Novels of Law Librarians,"Fowler, Stacy",18 AALL Spectrum 15 (2013-2014),Issue 6,article,
"Credential to Expand Your Potential: Why Taking the Bar Exam Made Me a Better Reference Librarian, A","Meyer, Kurt",18 AALL Spectrum 17 (2013-2014),Issue 6,article,
Welcome to San Antonio: The Co-Chairs to This Year's Local Arrangements Committee Offer Some Tips for Your Stay,"Fowler, Stacy;Morales, Liana",18 AALL Spectrum 18 (2013-2014),Issue 6,article,
Called to Write: The AALL/LexisNexis Call for Papers Award Has Been Motivating Law Librarians for Nearly 30 Years,"Keele, Benjamin J.;Sampson, Sara",18 AALL Spectrum 20 (2013-2014),Issue 6,article,
Creative Reference: New Approaches to Old Problems,"Lohmeier, Kerry;Mostad-Jensen, Anne",18 AALL Spectrum 22 (2013-2014),Issue 6,article,
,,18 AALL Spectrum 24 (2013-2014),Issue 6,misc,Miscellaneous Documents
The Big Three and E-Books,"Sayward, Jacob",18 AALL Spectrum 1 (2013-2014),Issue 6,notes,
What Are You Doing This Weekend,"Lemmer, Catherine A.",18 AALL Spectrum 1 (2013-2014),Issue 7,comments,From the Editor
,,18 AALL Spectrum 2 (2013-2014),Issue 7,contents,Table of Contents
"Next Big Thing, The","Anderson, Steven P.",18 AALL Spectrum 4 (2013-2014),Issue 7,comments,From the President
Congratulations to the 2014 Recipients of the Oakley Advocacy and PAGI Awards,"Mart, Susan Nevelow",18 AALL Spectrum 5 (2013-2014),Issue 7,comments,Washington Brief
Looking Back on AALL's 2013 Fiscal Year,"Warren, Gail",18 AALL Spectrum 6 (2013-2014),Issue 7,comments,From the Treasurer
How Do You Library: A Comparison of the Marketing Techniques of Florida Law School Libraries,"Mergerman, Shira",18 AALL Spectrum 8 (2013-2014),Issue 7,article,Public Relations
"Home for Library: Irell & Manella Resizes and Relocates, A","Andrea, Marissa",18 AALL Spectrum 12 (2013-2014),Issue 7,article,Spectrum's 14th Annual Architecture Series
"Moving on Up: To a Deluxe Library in the Sky: Charlotte School of Law Library Moves into a New, Tailored Space","Moye, Ashley;Trippodo, Brian;Tyler, Erica;Allman, Kim",18 AALL Spectrum 15 (2013-2014),Issue 7,article,Spectrum's 14th Annual Architecture Series
"Linchpin of Law School: The University of California, Irvine School of Law Library Expands and Improves","Wimer, Jessica",18 AALL Spectrum 17 (2013-2014),Issue 7,article,Spectrum's 14th Annual Architecture Series
Collaborative Spaces: UNT Dallas College of Law Library Prepares to Welcome the School's Inaugural Class,"Feary, Ginger B.",18 AALL Spectrum 20 (2013-2014),Issue 7,article,Spectrum's 14th Annual Architecture Series
Long-Distance Connection: Thomas M. Cooley Law School's New Florida Campus and Law Library,"Strojny, Duane;van Pottelsberghe, Bryan",18 AALL Spectrum 23 (2013-2014),Issue 7,article,Spectrum's 14th Annual Architecture Series
What Does Public Access Look Like: The Los Angeles Law Library Undergoes a Dramatic Transformation,"Levin, Sandra J.;Steinbrick, Jaye",18 AALL Spectrum 25 (2013-2014),Issue 7,article,Spectrum's 14th Annual Architecture Series
"Tip of the Iceberg: Legal Intelligence Platform Delivers Insights, The","Bois, Jeffrey A.",18 AALL Spectrum 27 (2013-2014),Issue 7,article,Spectrum's 14th Annual Architecture Series
Law Library Depositories: The Next 200 Years: Part of Our Ability to Positively Shape Government Information Policy Lies in Our Participation in the FDLP,"Jarrett, Peggy Roebuck;Lyons, Susan",18 AALL Spectrum 33 (2013-2014),Issue 7,article,Spectrum's 14th Annual Architecture Series
Beyond Our Boundaries: Quick Day Trips to Take While Visiting San Antonio,"Fowler, Stacy;Morales, Liana",18 AALL Spectrum 35 (2013-2014),Issue 7,article,Spectrum's 14th Annual Architecture Series
Yin & Yang in Legal Research Instruction: Finding the Balance between Tradition and Technology,"Dewey, Michelle Hook;Simmons, Heather J. E.",18 AALL Spectrum 38 (2013-2014),Issue 7,article,Spectrum's 14th Annual Architecture Series
,,18 AALL Spectrum 40 (2013-2014),Issue 7,misc,Miscellaneous Documents
You Got What,"Lemmer, Cathrine A.",18 AALL Spectrum 1 (2013-2014),Issue 8,comments,From the Editor
,,18 AALL Spectrum 2 (2013-2014),Issue 8,contents,Table of Contents
"Better Tomorrow, A","Anderson, Steven P.",18 AALL Spectrum 4 (2013-2014),Issue 8,comments,From the President
"Busy Spring for the GRO, A","Feltren, Emily",18 AALL Spectrum 5 (2013-2014),Issue 8,comments,Washington Brief
